loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,loan_status,purpose,dti
20000, 60 months,10.33,,MORTGAGE,68000.0,Current,debt_consolidation,16.08
12000, 60 months,18.94,1 year,MORTGAGE,35000.0,Current,debt_consolidation,30.43
10550, 60 months,12.98,7 years,MORTGAGE,85000.0,Current,debt_consolidation,37.66
14000, 36 months,7.56,10+ years,RENT,55000.0,Current,credit_card,15.12
15000, 60 months,17.97,,OWN,88399.0,Current,debt_consolidation,29.64
18000, 36 months,8.19,< 1 year,RENT,61000.0,Current,debt_consolidation,21.62
10000, 60 months,8.81,10+ years,MORTGAGE,78000.0,Current,credit_card,13.31
5000, 36 months,10.33,10+ years,MORTGAGE,50000.0,Current,credit_card,16.87
40000, 36 months,7.02,3 years,RENT,260000.0,Current,debt_consolidation,3.49
6900, 36 months,24.37,,RENT,22000.0,Current,other,13.97
24000, 60 months,10.33,10+ years,RENT,85000.0,Current,debt_consolidation,27.73
5000, 36 months,7.02,< 1 year,MORTGAGE,20000.0,Current,debt_consolidation,15.55
4500, 36 months,6.46,1 year,RENT,25000.0,Current,debt_consolidation,18.39
14000, 36 months,10.33,,MORTGAGE,82800.0,Current,credit_card,10.15
24000, 60 months,11.8,10+ years,MORTGAGE,109000.0,Current,credit_card,25.98
13000, 36 months,6.46,5 years,MORTGAGE,72000.0,Current,credit_card,30.32
10000, 36 months,11.8,,RENT,22000.0,Current,debt_consolidation,7.44
32000, 60 months,17.97,10+ years,MORTGAGE,110000.0,Current,debt_consolidation,21.59
20000, 36 months,13.56,10+ years,OWN,150000.0,Current,debt_consolidation,15.2
24000, 60 months,10.33,9 years,MORTGAGE,42000.0,Current,home_improvement,12.43
10000, 36 months,7.56,1 year,RENT,65000.0,Current,debt_consolidation,15.36
12000, 36 months,15.02,2 years,OWN,40000.0,Current,other,11.61
13000, 36 months,8.19,,RENT,65000.0,Current,credit_card,33.35
15000, 36 months,11.8,,MORTGAGE,40000.0,Current,debt_consolidation,32.01
18900, 60 months,14.47,< 1 year,MORTGAGE,119500.0,Current,debt_consolidation,26.58
25000, 36 months,10.33,10+ years,MORTGAGE,70000.0,Current,other,25.17
32200, 60 months,19.92,,RENT,14400.0,Current,credit_card,63.08
19000, 36 months,7.56,5 years,MORTGAGE,70000.0,Current,credit_card,26.95
5000, 36 months,15.02,10+ years,RENT,38000.0,Current,debt_consolidation,22.8
20000, 36 months,16.91,10+ years,MORTGAGE,95000.0,Current,home_improvement,34.44
18500, 60 months,14.47,7 years,RENT,41000.0,Current,debt_consolidation,24.56
14000, 36 months,8.81,,RENT,68400.0,Current,credit_card,11.96
30000, 60 months,15.02,4 years,MORTGAGE,216000.0,Current,debt_consolidation,17.81
8125, 36 months,13.56,8 years,OWN,33000.0,Current,debt_consolidation,19.27
2000, 36 months,12.98,10+ years,OWN,50000.0,Current,home_improvement,23.86
4000, 36 months,8.19,5 years,OWN,36000.0,Fully Paid,debt_consolidation,28.87
4000, 36 months,7.02,10+ years,MORTGAGE,90000.0,Current,car,51.04
5000, 36 months,18.94,10+ years,OWN,56000.0,Current,other,26.98
1000, 36 months,16.91,4 years,MORTGAGE,58000.0,Current,debt_consolidation,25.1
16000, 60 months,27.27,10+ years,RENT,52000.0,Current,credit_card,24.77
40000, 60 months,16.14,3 years,MORTGAGE,157630.0,Current,credit_card,16.61
24000, 60 months,11.8,2 years,MORTGAGE,100000.0,Current,home_improvement,12.26
7000, 36 months,16.14,10+ years,RENT,37000.0,Current,credit_card,24.72
20000, 60 months,12.98,10+ years,MORTGAGE,115000.0,Current,debt_consolidation,9.9
16000, 36 months,13.56,10+ years,RENT,150000.0,Current,medical,9.75
40000, 60 months,10.33,10+ years,MORTGAGE,113500.0,Current,debt_consolidation,35.61
7000, 36 months,10.72,3 years,RENT,40000.0,Current,credit_card,20.28
4800, 36 months,18.94,2 years,OWN,35000.0,Current,other,36.56
20000, 36 months,7.02,,OWN,53000.0,Current,debt_consolidation,31.09
20000, 60 months,11.8,1 year,RENT,100000.0,Current,debt_consolidation,10.43
25000, 60 months,19.92,10+ years,MORTGAGE,240000.0,Current,debt_consolidation,3.72
13000, 36 months,10.33,< 1 year,MORTGAGE,45000.0,Current,credit_card,25.52
23000, 60 months,11.8,4 years,MORTGAGE,55000.0,Current,credit_card,28.02
20000, 60 months,10.33,10+ years,MORTGAGE,55000.0,Current,debt_consolidation,23.04
40000, 60 months,8.19,,OWN,70000.0,Current,credit_card,38.23
16000, 60 months,13.56,6 years,OWN,90000.0,Current,credit_card,4.48
20000, 36 months,7.56,< 1 year,MORTGAGE,290000.0,Current,debt_consolidation,16.0
10000, 36 months,7.02,2 years,RENT,65000.0,Current,credit_card,13.77
3000, 36 months,10.33,10+ years,RENT,80000.0,Current,debt_consolidation,15.35
8000, 36 months,11.8,10+ years,MORTGAGE,65000.0,Current,debt_consolidation,16.27
12000, 36 months,8.81,3 years,MORTGAGE,113400.0,Current,credit_card,14.85
28000, 36 months,13.56,6 years,MORTGAGE,120000.0,Current,credit_card,2.46
5000, 36 months,10.72,10+ years,MORTGAGE,33150.0,Current,debt_consolidation,33.24
20000, 60 months,27.27,5 years,MORTGAGE,42000.0,Current,other,11.94
10000, 60 months,11.8,3 years,MORTGAGE,58000.0,Current,debt_consolidation,11.84
10325, 60 months,25.34,2 years,RENT,58000.0,Current,small_business,24.52
40000, 60 months,8.19,6 years,MORTGAGE,120000.0,Current,credit_card,17.65
25000, 36 months,23.4,3 years,RENT,112000.0,Current,debt_consolidation,26.72
14000, 36 months,16.91,10+ years,MORTGAGE,164000.0,Current,renewable_energy,9.49
22000, 60 months,18.94,8 years,RENT,55000.0,Current,debt_consolidation,21.91
33000, 36 months,8.81,10+ years,MORTGAGE,70000.0,Current,debt_consolidation,15.64
17000, 36 months,16.91,7 years,RENT,65000.0,Current,major_purchase,3.56
20000, 36 months,6.46,< 1 year,OWN,70000.0,Current,credit_card,8.71
10000, 60 months,20.89,10+ years,RENT,53266.0,Current,debt_consolidation,4.26
3000, 36 months,15.02,10+ years,RENT,88000.0,Current,vacation,6.71
40000, 36 months,8.19,6 years,MORTGAGE,200000.0,Current,debt_consolidation,11.9
12000, 60 months,8.81,< 1 year,OWN,60000.0,Current,credit_card,21.64
20000, 36 months,8.19,5 years,MORTGAGE,120000.0,Current,credit_card,8.08
14500, 36 months,6.46,5 years,RENT,95000.0,Current,credit_card,3.88
20000, 36 months,15.02,2 years,RENT,72000.0,Current,credit_card,12.13
40000, 36 months,6.46,2 years,MORTGAGE,112320.0,Current,debt_consolidation,19.85
10000, 36 months,12.98,< 1 year,RENT,36000.0,Current,other,5.67
10000, 36 months,13.56,10+ years,RENT,55000.0,Current,other,14.71
2000, 36 months,23.4,10+ years,RENT,70000.0,Current,other,16.24
5700, 36 months,17.97,2 years,MORTGAGE,60000.0,Current,other,12.02
15000, 36 months,10.33,10+ years,RENT,51969.0,Current,debt_consolidation,9.05
31100, 36 months,16.91,2 years,RENT,140000.0,Current,debt_consolidation,22.09
1000, 36 months,8.19,,RENT,10824.0,Current,medical,5.99
17200, 60 months,13.56,3 years,MORTGAGE,115000.0,Current,debt_consolidation,25.72
35000, 60 months,22.35,4 years,OWN,87845.0,Current,debt_consolidation,19.63
4800, 36 months,11.8,,RENT,14796.0,Current,credit_card,6.08
20000, 36 months,7.56,< 1 year,MORTGAGE,225000.0,Current,major_purchase,5.66
7000, 36 months,7.02,3 years,MORTGAGE,90000.0,Current,debt_consolidation,13.86
10000, 36 months,15.02,10+ years,RENT,54000.0,Current,debt_consolidation,23.47
10000, 60 months,15.02,10+ years,MORTGAGE,72349.0,Current,debt_consolidation,6.67
15000, 60 months,8.19,8 years,OWN,130000.0,Current,credit_card,18.08
5000, 36 months,11.31,,RENT,40000.0,Current,debt_consolidation,4.11
30000, 36 months,10.33,1 year,MORTGAGE,166000.0,Current,home_improvement,23.28
10800, 60 months,11.8,10+ years,MORTGAGE,104000.0,Current,debt_consolidation,22.05
40000, 60 months,10.72,4 years,MORTGAGE,115000.0,Current,debt_consolidation,27.58
12000, 36 months,10.72,,MORTGAGE,36500.0,Current,debt_consolidation,29.37
22000, 60 months,22.35,1 year,MORTGAGE,65000.0,Current,credit_card,16.41
4600, 36 months,24.37,2 years,RENT,45000.0,Current,credit_card,4.16
10000, 36 months,7.56,2 years,RENT,55000.0,Current,credit_card,16.23
40000, 36 months,7.56,8 years,RENT,320000.0,Fully Paid,debt_consolidation,12.21
15000, 36 months,13.56,1 year,MORTGAGE,70000.0,Current,debt_consolidation,26.18
25000, 60 months,20.89,10+ years,MORTGAGE,70000.0,Current,debt_consolidation,16.78
7000, 36 months,20.89,5 years,RENT,20000.0,Fully Paid,debt_consolidation,78.45
10000, 60 months,15.02,2 years,RENT,65000.0,Current,credit_card,30.58
4000, 36 months,20.89,< 1 year,OWN,26880.0,Current,debt_consolidation,24.87
12600, 36 months,10.33,,RENT,140000.0,Current,credit_card,28.54
6000, 36 months,6.46,8 years,MORTGAGE,30000.0,Current,credit_card,7.04
21000, 36 months,7.02,9 years,MORTGAGE,90000.0,Current,debt_consolidation,29.65
6025, 36 months,7.02,2 years,RENT,35000.0,Current,credit_card,12.79
6000, 36 months,7.02,2 years,RENT,104000.0,Current,other,21.47
25000, 36 months,8.19,10+ years,OWN,85000.0,Current,debt_consolidation,46.94
35000, 36 months,6.46,< 1 year,MORTGAGE,155000.0,Current,credit_card,11.65
10575, 36 months,16.91,2 years,RENT,86000.0,Current,debt_consolidation,10.44
12000, 36 months,11.31,< 1 year,MORTGAGE,71000.0,Current,credit_card,22.84
10000, 60 months,17.97,,MORTGAGE,0.0,Current,debt_consolidation,
9600, 36 months,25.34,10+ years,MORTGAGE,65000.0,Current,debt_consolidation,33.59
9500, 36 months,7.02,,OWN,38000.0,Current,debt_consolidation,11.84
20000, 36 months,12.98,2 years,RENT,32000.0,Current,debt_consolidation,26.82
15000, 36 months,11.8,< 1 year,RENT,14000.0,Current,credit_card,7.12
28000, 60 months,11.8,1 year,MORTGAGE,170000.0,Current,debt_consolidation,20.56
16000, 60 months,12.98,10+ years,MORTGAGE,65000.0,Current,debt_consolidation,18.24
3350, 36 months,7.02,4 years,MORTGAGE,65000.0,Current,medical,9.64
15000, 36 months,7.02,10+ years,RENT,80000.0,Current,debt_consolidation,11.49
40000, 36 months,7.56,9 years,MORTGAGE,37000.0,Current,debt_consolidation,26.69
11200, 36 months,14.47,,MORTGAGE,75000.0,Current,credit_card,21.94
21000, 60 months,20.89,< 1 year,RENT,75000.0,Current,debt_consolidation,12.27
10000, 36 months,17.97,8 years,MORTGAGE,43000.0,Current,debt_consolidation,14.21
16000, 60 months,12.98,10+ years,RENT,89000.0,Current,debt_consolidation,12.41
17000, 60 months,10.33,10+ years,MORTGAGE,41000.0,Current,debt_consolidation,18.33
20000, 36 months,8.19,10+ years,MORTGAGE,53000.0,Current,debt_consolidation,37.12
8000, 36 months,18.94,10+ years,MORTGAGE,106000.0,Current,other,39.6
3000, 36 months,11.31,4 years,OWN,52000.0,Current,debt_consolidation,31.02
16000, 36 months,8.81,5 years,MORTGAGE,52000.0,Current,debt_consolidation,30.39
20000, 60 months,11.8,3 years,MORTGAGE,180000.0,Current,debt_consolidation,8.34
40000, 60 months,10.33,,MORTGAGE,75000.0,Current,other,18.21
10000, 60 months,10.72,,MORTGAGE,50000.0,Current,debt_consolidation,34.42
12000, 60 months,22.35,5 years,MORTGAGE,100000.0,Current,debt_consolidation,13.63
7500, 36 months,8.19,2 years,RENT,40000.0,Current,credit_card,50.05
5000, 36 months,19.92,< 1 year,OWN,55000.0,Current,debt_consolidation,22.15
20000, 36 months,17.97,< 1 year,MORTGAGE,80000.0,Current,debt_consolidation,30.05
8500, 36 months,11.31,5 years,RENT,92000.0,Current,other,15.8
10000, 60 months,8.19,10+ years,MORTGAGE,74000.0,Current,credit_card,21.68
2000, 36 months,16.14,1 year,RENT,17000.0,Current,credit_card,9.39
6300, 36 months,7.56,3 years,RENT,30000.0,Current,debt_consolidation,23.84
30000, 60 months,16.14,2 years,RENT,54000.0,Current,debt_consolidation,16.13
15000, 36 months,7.02,6 years,RENT,85000.0,Current,credit_card,26.53
36000, 36 months,10.33,1 year,RENT,90000.0,Current,debt_consolidation,6.03
19000, 36 months,10.72,10+ years,MORTGAGE,120000.0,Current,credit_card,13.33
12000, 36 months,10.72,< 1 year,RENT,50000.0,Current,debt_consolidation,12.12
30000, 60 months,16.14,3 years,RENT,60000.0,Current,credit_card,26.16
25000, 60 months,19.92,9 years,OWN,36000.0,Current,debt_consolidation,20.3
30000, 60 months,27.27,10+ years,MORTGAGE,58000.0,Current,debt_consolidation,19.3
14400, 36 months,20.89,9 years,MORTGAGE,136800.0,Current,other,21.42
4200, 36 months,16.14,2 years,RENT,50000.0,Current,debt_consolidation,17.55
10000, 36 months,8.81,3 years,RENT,65000.0,Current,credit_card,17.67
24000, 60 months,19.92,10+ years,MORTGAGE,56000.0,Current,debt_consolidation,18.09
12000, 36 months,8.19,10+ years,MORTGAGE,72000.0,Current,debt_consolidation,25.4
5400, 36 months,10.33,10+ years,MORTGAGE,36000.0,Current,credit_card,3.77
3000, 36 months,12.98,8 years,OWN,70000.0,Current,home_improvement,30.58
30000, 36 months,18.94,< 1 year,RENT,80000.0,Current,vacation,10.89
30000, 60 months,11.8,< 1 year,MORTGAGE,98000.0,Current,debt_consolidation,20.17
5000, 36 months,11.31,,MORTGAGE,30000.0,Current,debt_consolidation,17.44
25500, 60 months,12.98,3 years,RENT,67000.0,Current,debt_consolidation,20.29
10000, 36 months,16.14,,MORTGAGE,36000.0,Current,other,13.5
13200, 60 months,14.47,,RENT,29000.0,Current,other,20.36
15000, 36 months,20.89,< 1 year,MORTGAGE,65000.0,Current,home_improvement,32.39
10000, 36 months,18.94,1 year,RENT,48000.0,Current,debt_consolidation,18.7
8000, 36 months,8.19,9 years,OWN,46580.0,Current,debt_consolidation,19.35
32000, 60 months,11.8,10+ years,MORTGAGE,109000.0,Current,debt_consolidation,24.85
25000, 60 months,14.47,10+ years,MORTGAGE,80000.0,Current,debt_consolidation,25.47
10000, 60 months,11.8,5 years,MORTGAGE,40000.0,Current,credit_card,25.32
30000, 36 months,8.19,10+ years,MORTGAGE,110000.0,Current,debt_consolidation,8.0
16000, 60 months,10.72,3 years,OWN,39000.0,Current,debt_consolidation,14.43
22000, 36 months,8.81,10+ years,MORTGAGE,50000.0,Current,debt_consolidation,27.6
30000, 36 months,10.33,2 years,OWN,125000.0,Current,credit_card,27.25
30000, 36 months,6.46,5 years,MORTGAGE,164250.0,Current,debt_consolidation,15.38
10000, 36 months,18.94,< 1 year,MORTGAGE,40000.0,Current,debt_consolidation,30.09
9000, 36 months,7.02,,OWN,51600.0,Current,credit_card,14.47
8175, 36 months,27.27,10+ years,MORTGAGE,42996.0,Current,debt_consolidation,32.15
10000, 36 months,16.91,5 years,MORTGAGE,200000.0,Current,debt_consolidation,6.35
12000, 36 months,8.81,2 years,RENT,80000.0,Current,debt_consolidation,13.24
10000, 36 months,19.92,4 years,MORTGAGE,75000.0,Current,home_improvement,13.23
15450, 36 months,6.46,,MORTGAGE,80000.0,Current,home_improvement,11.48
30000, 36 months,20.89,< 1 year,RENT,60000.0,Current,other,12.66
5000, 36 months,8.81,5 years,MORTGAGE,72000.0,Current,other,8.48
4500, 36 months,6.46,4 years,RENT,38900.0,Current,credit_card,14.96
35000, 36 months,8.81,,MORTGAGE,125000.0,Current,debt_consolidation,20.87
32000, 60 months,20.89,10+ years,OWN,60000.0,Current,other,23.6
18000, 60 months,20.89,10+ years,MORTGAGE,80000.0,Current,debt_consolidation,34.79
14850, 60 months,18.94,10+ years,MORTGAGE,65894.0,Current,debt_consolidation,21.45
30000, 60 months,16.91,1 year,MORTGAGE,65000.0,Current,debt_consolidation,12.57
6000, 36 months,13.56,6 years,RENT,38000.0,Current,debt_consolidation,10.61
23000, 36 months,16.91,4 years,MORTGAGE,185000.0,Current,home_improvement,9.18
17000, 60 months,13.56,10+ years,MORTGAGE,125000.0,Current,credit_card,12.32
5500, 36 months,7.02,10+ years,RENT,47000.0,Current,credit_card,5.87
10000, 60 months,20.89,< 1 year,RENT,190000.0,Current,small_business,10.59
10000, 36 months,23.4,2 years,RENT,45000.0,Current,house,1.07
12000, 60 months,10.72,10+ years,MORTGAGE,56375.0,Current,debt_consolidation,19.03
6000, 36 months,14.47,6 years,MORTGAGE,90000.0,Current,debt_consolidation,19.31
40000, 36 months,10.72,,MORTGAGE,150000.0,Current,home_improvement,2.77
18000, 60 months,20.89,10+ years,MORTGAGE,82000.0,Current,debt_consolidation,6.35
2000, 36 months,10.72,2 years,RENT,75000.0,Current,major_purchase,16.21
2200, 36 months,14.47,10+ years,MORTGAGE,55000.0,Current,major_purchase,15.93
12000, 60 months,11.8,,RENT,32496.0,Current,debt_consolidation,14.11
24000, 36 months,14.47,10+ years,MORTGAGE,101000.0,Current,car,39.45
15000, 60 months,10.33,4 years,MORTGAGE,67700.0,Current,debt_consolidation,24.98
26000, 36 months,12.98,2 years,MORTGAGE,45000.0,Current,debt_consolidation,44.77
17000, 60 months,8.81,7 years,RENT,57590.0,Current,debt_consolidation,11.71
30000, 60 months,13.56,3 years,MORTGAGE,120000.0,Current,debt_consolidation,23.28
33000, 60 months,11.8,10+ years,MORTGAGE,180200.0,Current,debt_consolidation,8.62
20000, 60 months,12.98,< 1 year,RENT,25000.0,Current,credit_card,46.42
15000, 60 months,16.91,8 years,RENT,52000.0,Current,debt_consolidation,27.23
40000, 36 months,8.81,< 1 year,RENT,130000.0,Current,debt_consolidation,20.01
12000, 36 months,7.56,4 years,RENT,72000.0,Current,debt_consolidation,12.82
1550, 36 months,10.33,9 years,MORTGAGE,51464.0,Current,debt_consolidation,4.71
6400, 36 months,7.02,2 years,RENT,47124.0,Current,credit_card,6.49
20000, 60 months,12.98,10+ years,MORTGAGE,89750.0,Current,debt_consolidation,25.15
5000, 36 months,10.72,8 years,MORTGAGE,53000.0,Current,credit_card,5.73
24000, 36 months,11.31,1 year,RENT,150000.0,Current,debt_consolidation,12.97
11300, 36 months,26.31,10+ years,MORTGAGE,64000.0,Current,major_purchase,11.78
20000, 60 months,14.47,,MORTGAGE,180000.0,Current,debt_consolidation,9.7
16500, 36 months,16.91,8 years,RENT,50400.0,Current,credit_card,10.24
14900, 60 months,16.14,2 years,MORTGAGE,54100.0,Current,debt_consolidation,75.87
14000, 60 months,10.33,10+ years,MORTGAGE,43000.0,Current,debt_consolidation,29.33
10000, 60 months,17.97,10+ years,MORTGAGE,104000.0,Current,house,18.31
40000, 36 months,7.02,< 1 year,MORTGAGE,240000.0,Current,debt_consolidation,38.16
16800, 60 months,19.92,< 1 year,RENT,50000.0,Current,credit_card,12.6
17700, 36 months,23.4,10+ years,MORTGAGE,85000.0,Current,debt_consolidation,38.63
4200, 36 months,12.98,1 year,RENT,60000.0,Current,debt_consolidation,9.4
16000, 36 months,16.91,10+ years,MORTGAGE,76400.0,Current,debt_consolidation,37.02
35000, 36 months,18.94,< 1 year,MORTGAGE,140000.0,Current,credit_card,13.06
35000, 60 months,15.02,< 1 year,MORTGAGE,128900.0,Current,debt_consolidation,21.86
40000, 60 months,11.31,10+ years,MORTGAGE,115000.0,Current,debt_consolidation,21.61
4750, 36 months,8.19,6 years,RENT,74000.0,Current,debt_consolidation,8.25
7500, 36 months,10.33,< 1 year,RENT,47000.0,Current,major_purchase,26.71
32000, 36 months,13.56,10+ years,OWN,120000.0,Fully Paid,debt_consolidation,24.31
39500, 36 months,6.46,7 years,MORTGAGE,105000.0,Current,credit_card,11.42
7000, 36 months,20.89,2 years,MORTGAGE,43000.0,Current,house,28.08
15600, 36 months,11.8,3 years,RENT,60000.0,Current,other,24.4
16000, 36 months,10.72,10+ years,OWN,72000.0,Current,credit_card,10.77
10000, 36 months,8.81,1 year,MORTGAGE,38000.0,Current,debt_consolidation,34.65
8000, 36 months,16.91,3 years,RENT,100000.0,Current,other,5.35
6025, 36 months,22.35,< 1 year,RENT,52000.0,Current,debt_consolidation,3.39
7000, 36 months,16.14,4 years,MORTGAGE,41000.0,Current,debt_consolidation,25.61
32000, 36 months,10.72,1 year,MORTGAGE,126000.0,Current,debt_consolidation,17.1
18000, 36 months,6.46,,MORTGAGE,65000.0,Current,debt_consolidation,13.04
10000, 60 months,19.92,10+ years,MORTGAGE,73000.0,Current,debt_consolidation,23.45
24000, 36 months,10.33,9 years,MORTGAGE,75000.0,Current,credit_card,27.2
12000, 60 months,16.14,,MORTGAGE,49800.0,Current,credit_card,3.93
15000, 60 months,14.47,< 1 year,RENT,35000.0,Current,debt_consolidation,24.45
13000, 60 months,8.19,10+ years,MORTGAGE,100000.0,Current,car,2.56
15850, 60 months,11.8,10+ years,MORTGAGE,71000.0,Current,credit_card,39.99
11000, 60 months,10.72,10+ years,MORTGAGE,68000.0,Current,debt_consolidation,20.16
12000, 36 months,12.98,10+ years,OWN,120000.0,Current,debt_consolidation,16.66
3750, 36 months,13.56,4 years,RENT,75000.0,Current,credit_card,22.61
40000, 60 months,10.33,10+ years,MORTGAGE,175000.0,Current,credit_card,21.17
10000, 36 months,11.31,10+ years,MORTGAGE,50000.0,Current,debt_consolidation,17.47
20000, 60 months,10.72,10+ years,MORTGAGE,64000.0,Current,debt_consolidation,8.2
14700, 36 months,16.91,4 years,MORTGAGE,65000.0,Current,credit_card,35.69
21500, 60 months,15.02,10+ years,MORTGAGE,95000.0,Current,credit_card,13.34
18500, 60 months,11.8,10+ years,MORTGAGE,120000.0,Current,credit_card,23.46
20700, 60 months,12.98,6 years,MORTGAGE,110000.0,Current,debt_consolidation,24.22
6000, 36 months,12.98,10+ years,OWN,40000.0,Current,credit_card,19.92
40000, 36 months,7.02,4 years,MORTGAGE,12000.0,Current,debt_consolidation,186.29
40000, 36 months,8.19,< 1 year,RENT,222000.0,Current,debt_consolidation,1.5
10000, 36 months,7.56,2 years,RENT,55000.0,Current,credit_card,13.2
32000, 60 months,17.97,10+ years,MORTGAGE,133689.0,Current,debt_consolidation,33.38
25000, 60 months,16.14,1 year,RENT,120000.0,Current,debt_consolidation,32.71
1000, 36 months,26.31,2 years,RENT,20176.0,Current,house,27.54
40000, 36 months,8.81,4 years,MORTGAGE,82000.0,Current,small_business,5.9
10000, 36 months,15.02,< 1 year,RENT,31200.0,Current,major_purchase,2.0
21000, 60 months,20.89,5 years,RENT,100000.0,Current,credit_card,20.8
15000, 36 months,13.56,3 years,RENT,260000.0,Current,debt_consolidation,14.87
28000, 36 months,13.56,< 1 year,MORTGAGE,180000.0,Current,home_improvement,21.56
22425, 36 months,26.31,6 years,RENT,63000.0,Current,debt_consolidation,19.28
16325, 36 months,10.72,10+ years,OWN,92500.0,Current,other,12.36
13000, 60 months,8.19,10+ years,MORTGAGE,58000.0,Current,debt_consolidation,19.04
4200, 36 months,7.02,,OWN,15000.0,Current,credit_card,6.24
20000, 60 months,22.35,,RENT,50000.0,Current,debt_consolidation,17.52
25000, 60 months,18.94,,RENT,39600.0,Current,debt_consolidation,31.88
1100, 36 months,7.56,,OWN,15012.0,Current,other,13.43
20000, 60 months,16.91,3 years,RENT,75000.0,Current,debt_consolidation,22.08
15700, 36 months,6.46,1 year,RENT,60000.0,Current,credit_card,15.8
10000, 36 months,10.72,2 years,MORTGAGE,85000.0,Current,credit_card,15.63
30000, 36 months,19.92,< 1 year,RENT,105000.0,Current,other,4.62
10000, 36 months,8.19,< 1 year,RENT,40000.0,Current,debt_consolidation,9.18
7500, 36 months,17.97,10+ years,MORTGAGE,110000.0,Current,other,32.97
10000, 36 months,10.33,5 years,RENT,32000.0,Current,credit_card,14.25
28000, 60 months,16.91,,RENT,21000.0,Current,credit_card,48.06
4000, 36 months,16.91,10+ years,RENT,45000.0,Current,house,15.15
15000, 36 months,8.19,< 1 year,RENT,85000.0,Current,debt_consolidation,5.48
5000, 36 months,10.72,< 1 year,OWN,25000.0,Current,home_improvement,28.42
30000, 36 months,6.46,< 1 year,MORTGAGE,400000.0,Current,credit_card,13.08
38875, 36 months,6.46,6 years,MORTGAGE,157000.0,Current,home_improvement,15.39
40000, 36 months,8.81,3 years,MORTGAGE,100000.0,Current,debt_consolidation,18.5
20000, 36 months,11.8,6 years,RENT,83000.0,Current,debt_consolidation,14.39
40000, 60 months,16.14,5 years,MORTGAGE,110000.0,Current,debt_consolidation,18.97
24000, 36 months,11.31,< 1 year,RENT,60000.0,Current,moving,20.92
10000, 36 months,6.46,< 1 year,MORTGAGE,70000.0,Current,debt_consolidation,4.27
27000, 60 months,17.97,1 year,RENT,80000.0,Current,credit_card,21.36
15000, 60 months,15.02,10+ years,MORTGAGE,61000.0,Current,debt_consolidation,0.71
7000, 36 months,10.33,7 years,RENT,55000.0,Current,debt_consolidation,15.62
12000, 36 months,11.8,10+ years,MORTGAGE,72000.0,Current,debt_consolidation,20.67
10000, 36 months,13.56,10+ years,RENT,165000.0,Current,other,7.69
30000, 36 months,17.97,< 1 year,MORTGAGE,130000.0,Current,major_purchase,4.01
3000, 36 months,11.8,4 years,RENT,30000.0,Current,debt_consolidation,10.88
36000, 36 months,15.02,,MORTGAGE,16000.0,Current,debt_consolidation,103.75
16000, 36 months,7.02,< 1 year,RENT,65000.0,Current,credit_card,15.2
12000, 60 months,15.02,2 years,MORTGAGE,187000.0,Current,other,8.48
7000, 36 months,8.81,,RENT,45000.0,Current,debt_consolidation,15.65
24000, 36 months,7.56,3 years,RENT,80000.0,Current,debt_consolidation,8.81
40000, 60 months,10.72,3 years,MORTGAGE,90000.0,Current,debt_consolidation,7.29
2400, 36 months,13.56,2 years,ANY,31000.0,Current,debt_consolidation,34.61
2500, 36 months,18.94,< 1 year,MORTGAGE,140000.0,Current,home_improvement,17.07
30000, 36 months,17.97,10+ years,RENT,97000.0,Current,debt_consolidation,12.47
10000, 36 months,6.46,5 years,RENT,56000.0,Current,debt_consolidation,21.09
10000, 60 months,11.8,10+ years,OWN,36000.0,Current,debt_consolidation,17.47
9000, 36 months,10.72,,RENT,42000.0,Current,credit_card,24.46
28000, 36 months,12.98,6 years,MORTGAGE,90000.0,Current,debt_consolidation,20.96
10000, 36 months,14.47,< 1 year,RENT,35000.0,Current,debt_consolidation,19.14
15000, 60 months,15.02,6 years,RENT,40000.0,Current,debt_consolidation,21.51
40000, 36 months,13.56,1 year,RENT,183000.0,Current,credit_card,12.94
16000, 60 months,17.97,10+ years,MORTGAGE,140000.0,Current,car,29.74
16000, 36 months,12.98,< 1 year,OWN,30000.0,Current,credit_card,36.84
10000, 36 months,6.46,2 years,RENT,39500.0,Current,credit_card,31.07
40000, 60 months,13.56,< 1 year,RENT,130000.0,Current,debt_consolidation,22.75
11200, 60 months,22.35,,OWN,113750.0,Current,debt_consolidation,8.84
9000, 36 months,15.02,1 year,RENT,75000.0,Current,credit_card,12.22
6000, 36 months,10.72,10+ years,MORTGAGE,40000.0,Current,debt_consolidation,8.52
16000, 36 months,15.02,7 years,RENT,215000.0,Current,vacation,12.69
10000, 36 months,10.72,3 years,MORTGAGE,57000.0,Current,other,11.41
14000, 36 months,15.02,2 years,RENT,56000.0,Current,debt_consolidation,17.25
35000, 36 months,7.56,10+ years,RENT,176188.0,Current,debt_consolidation,15.46
6000, 36 months,8.81,1 year,MORTGAGE,70000.0,Current,debt_consolidation,18.15
40000, 60 months,11.8,10+ years,OWN,189000.0,Current,debt_consolidation,19.41
5000, 36 months,11.8,10+ years,RENT,48000.0,Current,other,9.2
9000, 36 months,17.97,4 years,OWN,86000.0,Current,debt_consolidation,26.79
6000, 36 months,17.97,2 years,MORTGAGE,109288.0,Current,other,32.88
12500, 60 months,20.89,10+ years,MORTGAGE,62000.0,Current,home_improvement,19.07
